date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:08	34685/34685	---M--	200	added ('OK')	image/png	etag:%221b38d963a7f9ed0b20875afb305ce63b%22	http://demo.devitems.com/uniqlo/images/product/3.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/3.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:12	28248/28248	---M--	200	added ('OK')	image/png	etag:%22129118ed1ee5af2ca84dd17a56d38257%22	http://demo.devitems.com/uniqlo/images/product/4.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/4.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:12	21852/21852	---M--	200	added ('OK')	image/png	etag:%22bf920b1c47cc66a6e44bfdbf443823d8%22	http://demo.devitems.com/uniqlo/images/product/5.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/5.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:16	22877/22877	---M--	200	added ('OK')	image/png	etag:%22b13f5b9e439e0b04cc1a129fb1d6deda%22	http://demo.devitems.com/uniqlo/images/product/6.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/6.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:17	27287/27287	---M--	200	added ('OK')	image/png	etag:%220cac8f8a54be26b3ef29d667159295f5%22	http://demo.devitems.com/uniqlo/images/product/7.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/7.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:23	42379/42379	---M--	200	added ('OK')	image/png	etag:%223af1f70ea2f3d5fac940d93f02814121%22	http://demo.devitems.com/uniqlo/images/product/8.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/8.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:23	39027/39027	---M--	200	added ('OK')	image/png	etag:%2259240f7891fe64f7e24a1adbbe1e9624%22	http://demo.devitems.com/uniqlo/images/product/9.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/9.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:29	35628/35628	---M--	200	added ('OK')	image/png	etag:%2249c112313c6af2028496f3b78dbe398b%22	http://demo.devitems.com/uniqlo/images/product/11.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/11.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:30	46024/46024	---M--	200	added ('OK')	image/png	etag:%22c2a6c2fc5900f37162dd8b17182cb88b%22	http://demo.devitems.com/uniqlo/images/product/10.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/10.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:33	21856/21856	---M--	200	added ('OK')	image/png	etag:%22875ad5853f7a4a25662c763b47b15081%22	http://demo.devitems.com/uniqlo/images/product/12.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/12.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:34	22985/22985	---M--	200	added ('OK')	image/png	etag:%22fc76d3e3895acf35da99a2fabfd793f4%22	http://demo.devitems.com/uniqlo/images/product/13.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/13.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:41	50754/50754	---M--	200	added ('OK')	image/png	etag:%226ef5061fbfb905f877fc57c643b49c02%22	http://demo.devitems.com/uniqlo/images/product/14.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/14.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:42	47061/47061	---M--	200	added ('OK')	image/png	etag:%227feb77ad32518ef8cdc8e4100c8f2645%22	http://demo.devitems.com/uniqlo/images/product/15.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/15.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:46	22660/22660	---M--	200	added ('OK')	image/jpeg	etag:%22d6b5ceb2e868101a9adb25dc2caa44b7%22	http://demo.devitems.com/uniqlo/images/bg/1.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/bg/1.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:35:47	307658/307658	---M--	200	added ('OK')	image/png	etag:%22b45795764d5ad1485f2fa3a841611aa1%22	http://demo.devitems.com/uniqlo/images/slider/bg/2.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/slider/bg/2.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:47	34758/34758	---M--	200	added ('OK')	image/png	etag:%22e403022b3c8386c9a85a14abf73dd26d%22	http://demo.devitems.com/uniqlo/images/product/16.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/16.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:49	17799/17799	---M--	200	added ('OK')	image/jpeg	etag:%227959551bbad95848597f622f0df138bd%22	http://demo.devitems.com/uniqlo/images/product/big-img/1.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/big-img/1.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:35:49	37107/37107	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20May%202018%2011:54:42%20GMT	http://demo.devitems.com/uniqlo/js/bootstrap.min.js	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/js/bootstrap.min.js	(from http://demo.devitems.com/uniqlo/index.html)
11:35:52	40461/40461	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20May%202018%2011:54:44%20GMT	http://demo.devitems.com/uniqlo/js/slick.min.js	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/js/slick.min.js	(from http://demo.devitems.com/uniqlo/index.html)
11:35:53	97362/97362	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20May%202018%2012:22:24%20GMT	http://demo.devitems.com/uniqlo/js/vendor/jquery-1.12.0.min.js	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/js/vendor/jquery-1.12.0.min.js	(from http://demo.devitems.com/uniqlo/index.html)
11:35:54	8044/8044	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20May%202018%2011:54:45%20GMT	http://demo.devitems.com/uniqlo/js/waypoints.min.js	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/js/waypoints.min.js	(from http://demo.devitems.com/uniqlo/index.html)
11:35:54	42766/42766	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20May%202018%2011:54:42%20GMT	http://demo.devitems.com/uniqlo/js/owl.carousel.min.js	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/js/owl.carousel.min.js	(from http://demo.devitems.com/uniqlo/index.html)
11:35:55	10689/10689	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20May%202018%2011:54:41%20GMT	http://demo.devitems.com/uniqlo/js/main.js	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/js/main.js	(from http://demo.devitems.com/uniqlo/index.html)
11:35:55	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:35:55%20GMT	http://demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.eot	(from http://demo.devitems.com/uniqlo/css/bootstrap.min.css)
11:35:55	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:35:55%20GMT	http://demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regulard41d.eot	(from http://demo.devitems.com/uniqlo/css/bootstrap.min.css)
11:35:56	187214/187214	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20May%202018%2011:54:45%20GMT	http://demo.devitems.com/uniqlo/js/plugins.js	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/js/plugins.js	(from http://demo.devitems.com/uniqlo/index.html)
11:35:56	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:35:56%20GMT	http://demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.woff2	(from http://demo.devitems.com/uniqlo/css/bootstrap.min.css)
11:35:57	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:35:56%20GMT	http://demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.woff	(from http://demo.devitems.com/uniqlo/css/bootstrap.min.css)
11:35:58	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:35:57%20GMT	http://demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.ttf	(from http://demo.devitems.com/uniqlo/css/bootstrap.min.css)
11:35:59	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:35:58%20GMT	http://demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/fonts/glyphicons-halflings-regular.svg	(from http://demo.devitems.com/uniqlo/css/bootstrap.min.css)
11:35:59	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:35:59%20GMT	http://demo.devitems.com/uniqlo/css/owl.video.play.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/owl.video.play.png	(from http://demo.devitems.com/uniqlo/css/owl.carousel.min.css)
11:36:00	16450/16450	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2011:54:31%20GMT	http://demo.devitems.com/uniqlo/css/themify-icons.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/themify-icons.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:01	70815/70815	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2011:54:29%20GMT	http://demo.devitems.com/uniqlo/css/material-design-iconic-font.min.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/material-design-iconic-font.min.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:01	70824/70824	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:13%20GMT	http://demo.devitems.com/uniqlo/css/plugins/animate.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/plugins/animate.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:01	26728/26728	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:12%20GMT	http://demo.devitems.com/uniqlo/css/plugins/animate-slider.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/plugins/animate-slider.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:02	14999/14999	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:17%20GMT	http://demo.devitems.com/uniqlo/css/shortcode/default.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/shortcode/default.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:02	32089/32089	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:14%20GMT	http://demo.devitems.com/uniqlo/css/plugins/jquery-ui.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/plugins/jquery-ui.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:02	6951/6951	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:14%20GMT	http://demo.devitems.com/uniqlo/css/plugins/magnific-popup.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/plugins/magnific-popup.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:02	1729/1729	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:16%20GMT	http://demo.devitems.com/uniqlo/css/plugins/slick.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/plugins/slick.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:03	3145/3145	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:15%20GMT	http://demo.devitems.com/uniqlo/css/plugins/slick-theme.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/plugins/slick-theme.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:03	3715/3715	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:16%20GMT	http://demo.devitems.com/uniqlo/css/plugins/meanmenu.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/plugins/meanmenu.css	(from http://demo.devitems.com/uniqlo/css/core.css)
11:36:03	19970/19970	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2012:21:17%20GMT	http://demo.devitems.com/uniqlo/css/shortcode/header.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/shortcode/header.css	(from http://demo.devitems.com/uniqlo/css/shortcode/shortcodes.css)
